did,genre,prob
51040,Comedy,0.32000000000000001
21989,Comedy,0.375
23984,Romance,7.6923076923000003E-2
60192,Horror,1
20250,Drama,1
61372,Drama,0.93333333333299995
41490,Adventure,1
39636,Romance,0.54545454545399996
11908,Horror,0.20000000000000001
72600,Romance,0.27777777777700002
6671,Thriller,0.20000000000000001
76987,Animation,1
12443,Short,1
12242,Comedy,0.20000000000000001
34480,Musical,0.028571428571
37905,Sci-Fi,9.5238095230000003E-3
33794,Fantasy,1
51609,Documentary,1
49320,Short,1
73443,Drama,0.5
40479,Drama,1
61723,Short,1
66611,Crime,0.33333333333300003
6202,Adventure,0.25
32842,Music,0.5
53032,Comedy,1
11576,Horror,4.7619047619000002E-2
27237,Mystery,0.25
55854,Documentary,0.59999999999999998
3621,Short,0.40000000000000002
47215,Musical,0.33333333333300003
31380,Documentary,1
81090,Romance,0.20000000000000001
73794,Short,1
75198,Family,1
8190,Sci-Fi,0.10000000000000001
79443,Family,0.5
77707,Short,1
31657,Drama,1
28738,Crime,4.7619047619000002E-2
27894,Comedy,0.33333333333300003
83180,War,0.125
2274,Drama,0.45454545454500001
73920,Fantasy,0.111111111111
48494,Music,0.33333333333300003
68684,Comedy,1
43889,Short,1
10925,Short,0.25
80399,Documentary,1
64118,Short,1
36771,Adventure,0.25
69735,Adventure,1
22664,Short,1
20691,War,6.6666666666000005E-2
60052,Comedy,1
37378,Horror,1
33208,Thriller,0.25
76486,Action,0.40000000000000002
6195,Comedy,0.20000000000000001
81649,Musical,0.15384615384600001
61088,Musical,0.20000000000000001
47498,Music,1
85137,Fantasy,0.5
55296,Short,1
4157,Thriller,0.111111111111
68605,Drama,1
10890,Documentary,0.63157894736800002
80281,Comedy,0.125
10324,Romance,0.5
68157,Fantasy,0.33333333333300003
31064,Drama,1
51051,Short,1
76036,Comedy,0.25
58346,Thriller,1
47533,Romance,0.54545454545399996
22179,Comedy,1
1439,Short,1
30885,Romance,0.166666666666
18234,Family,0.0625
43269,Adventure,0.111111111111
17173,Adult,1
22797,Thriller,0.25
29459,Documentary,0.5
5926,Drama,0.66666666666600005
38890,Drama,0.13333333333299999
45217,Short,1
16345,Comedy,0.10000000000000001
63844,Horror,1
3763,Short,1
9660,Romance,0.40000000000000002
45944,Animation,1
38558,Drama,1
42311,Adult,0.105263157894
70913,Documentary,1
37949,Documentary,1
69359,Short,1
16822,Sci-Fi,1
5742,Horror,0.025974025974
64304,Mystery,0.5
28237,Short,1
71190,Drama,0.5
32150,Short,1
36242,Comedy,1
67277,Drama,0.66666666666600005
46771,Documentary,7.6923076923000003E-2
75435,Drama,1
50297,Drama,0.64285714285700002
58455,Drama,0.5
44400,Comedy,0.66666666666600005
86682,Adult,1
66945,Drama,1
53718,Adult,1
31212,Horror,0.5
54542,Drama,0.33333333333300003
78524,Adult,1
21578,Drama,0.5
15170,Short,1
67680,Drama,1
67285,Comedy,0.5
20819,Family,0.33333333333300003
34321,Comedy,1
22313,Drama,0.375
18813,Thriller,0.25
33443,Documentary,1
61387,Mystery,2.2222222222000002E-2
30471,Drama,1
71198,Comedy,0.31578947368400001
32743,Short,1
41933,Documentary,0.5
26226,Drama,0.40000000000000002
82813,Fantasy,1.5873015872999999E-2
66050,Adult,1
811,Action,1
61277,Family,1
16556,Horror,0.40000000000000002
48727,Short,1
70418,Romance,1
38999,War,0.14285714285699999
87151,Musical,0.29629629629600002
82937,Comedy,1
5333,Drama,0.25
85604,Short,1
77841,Animation,1
49980,Mystery,0.33333333333300003
22036,Documentary,1
36352,Music,4.3478260869000002E-2
68956,Short,1
38684,Documentary,0.33333333333300003
37238,Comedy,1
36178,Adventure,0.222222222222
38316,Short,1
20141,Thriller,0.166666666666
65079,Documentary,1
32115,Documentary,1
83683,Short,1
18411,Sci-Fi,0.5
22682,Western,1
42561,Short,2.1276595743999999E-2
1107,Short,1
12827,Drama,0.33333333333300003
25913,Short,1
53617,Drama,0.11538461538399999
23808,Musical,0.20000000000000001
40605,Documentary,1
3728,Documentary,1
49704,Drama,1
4337,Drama,5.2631578946999998E-2
38774,Fantasy,4.0000000000000001E-2
34197,Fantasy,3.8461538460999999E-2
77814,Action,0.1875
83675,Sci-Fi,3.0303030303000002E-2
54943,Crime,0.181818181818
84265,Comedy,1
51301,Comedy,0.58333333333299997
1364,Mystery,0.102564102564
86932,Short,0.33333333333300003
5934,Comedy,1
11652,Romance,0.25
54426,Fantasy,0.5
28147,Drama,1
15853,War,0.166666666666
63804,Western,2.7777777776999999E-2
37356,Documentary,0.5
24234,Drama,0.55555555555500002
42811,Comedy,1
36099,Documentary,1
86047,Sci-Fi,1
24395,Short,1
29300,Mystery,0.107142857142
69533,Fantasy,0.20000000000000001
40774,Romance,1
24969,Drama,0.66666666666600005
86984,Drama,1
35414,Animation,1
25038,Crime,1
59498,Music,4.5454545454000003E-2
40344,Documentary,0.33333333333300003
75633,Comedy,0.166666666666
44624,Short,1
77480,Adult,4.1666666666000003E-2
18955,Thriller,1
57601,Drama,1
34179,Comedy,1
44589,Documentary,1
24637,Drama,0.5
38424,Comedy,1
81833,Short,1
40379,Short,1
85746,Short,1
11660,Short,1
3744,Drama,0.66666666666600005
44866,Drama,1
87734,Mystery,4.7619047619000002E-2
11902,Drama,0.28571428571399998
62747,Music,1
53356,Drama,0.33333333333300003
40047,Short,1
14967,Horror,1
60909,Sci-Fi,1
61514,Drama,1
49111,Drama,1
28565,Adventure,0.20000000000000001
32810,Adventure,2.3255813952999999E-2
21929,Short,1
54893,Short,0.33333333333300003
13990,Musical,0.166666666666
67870,Drama,0.75
83675,Romance,3.0303030303000002E-2
8827,Documentary,1
49380,Comedy,1
76028,Drama,1
20842,Music,1
17684,Short,0.5
84518,Drama,0.52941176470499995
67027,Romance,0.10000000000000001
84600,Sci-Fi,0.25
54561,Short,1
87450,Adventure,0.33333333333300003
80023,Sci-Fi,1.8867924527999999E-2
51291,Crime,0.5
9687,War,5.5555555554999997E-2
32969,Action,0.5
58086,Animation,0.5
4949,Short,1
55204,Crime,0.40000000000000002
34395,Romance,0.0625
1431,Romance,0.111111111111
88168,Crime,1
4680,Romance,0.27272727272699998
54803,Drama,1
9436,Drama,1
8691,War,7.6923076923000003E-2
42400,Drama,1
70545,Short,1
63293,Drama,1
82948,Short,0.20000000000000001
33336,Short,1
42068,Drama,0.40000000000000002
50558,Drama,0.83333333333299997
11175,Comedy,0.40000000000000002
29091,Short,1
62055,Short,1
77340,Action,0.5
38305,Comedy,0.33333333333300003
56221,Short,1
66542,Drama,1
52478,Music,0.20000000000000001
29665,Drama,0.20000000000000001
51976,Short,1
74273,Family,0.20000000000000001
72366,War,0.25
46463,Comedy,1
1096,Comedy,1
25420,Drama,0.59999999999999998
22925,Short,1
73861,Mystery,0.111111111111
81877,Adventure,1
5109,Western,0.14492753623099999
12036,Adventure,0.46153846153799999
58029,Musical,0.10000000000000001
45470,Romance,0.66666666666600005
88521,Short,1
58202,Comedy,1
2032,Short,1
67789,War,0.27272727272699998
6920,Crime,0.20000000000000001
86439,Drama,0.45945945945900002
29056,Documentary,1
30751,Short,1
70346,Thriller,0.25
57209,Romance,0.25
66265,Documentary,1
3436,Family,1
1700,Short,1
78668,Documentary,1
32582,Drama,1.2500000000000001E-2
73704,Drama,0.33333333333300003
85680,Family,1
49949,Documentary,1
72043,Music,1
12503,Comedy,0.10000000000000001
4582,Documentary,1
21655,Horror,1
79429,Thriller,1
85000,Comedy,0.5
23518,Short,1
76510,Comedy,0.40000000000000002
69683,Romance,0.33333333333300003
80956,Short,1
85844,Crime,1
28463,Documentary,1
61427,Documentary,1
9261,Mystery,6.8965517241000002E-2
70194,Drama,1
42225,Mystery,0.33333333333300003
10582,Comedy,1
24746,War,0.5
57142,Adventure,1
57612,Romance,1
61387,Adventure,4.4444444444000003E-2
7181,Crime,0.10000000000000001
80624,Short,0.166666666666
49454,Romance,0.14285714285699999
72466,Short,1
65867,Western,7.4999999999999997E-2
59530,Comedy,1
31012,Short,1
76379,Short,0.1875
64872,War,0.20000000000000001
76,Documentary,1
32985,Drama,0.72727272727199999
67889,Short,1
62592,Animation,1
74107,Drama,1
61704,Drama,0.59999999999999998
33235,Western,0.5
51241,Short,1
26234,Comedy,0.33333333333300003
80439,Family,0.33333333333300003
65438,Romance,1
4321,Documentary,1
54953,Comedy,1
60042,Crime,0.25
9586,Comedy,3.3707865167999999E-2
13831,Comedy,1
51884,Crime,0.25
35581,Sci-Fi,0.5
28229,Romance,1
53364,Comedy,1
43221,Mystery,6.6666666666000005E-2
7997,Comedy,1
41952,Fantasy,0.5
77356,Drama,0.83333333333299997
55522,Documentary,1
47324,Adventure,0.5
31620,Animation,1
7515,Drama,1
49119,Comedy,0.66666666666600005
16155,Comedy,1
68866,Drama,0.125
40629,Comedy,0.5
23499,Drama,1
44874,Comedy,1
45075,Short,1
7331,Horror,6.6666666666000005E-2
1848,Musical,0.33333333333300003
3420,Comedy,1
81952,Short,1
73111,Drama,1
7866,Short,0.66666666666600005
40297,Comedy,1
18411,Romance,0.5
77506,Comedy,1
31712,Documentary,0.38095238095200001
41141,Crime,0.14285714285699999
20727,Fantasy,0.5
61059,Short,1
88669,Musical,1
19605,Short,1
64527,Musical,0.5
81324,Documentary,1
48360,Documentary,1
79111,Family,0.25
43396,Drama,1
64771,Comedy,0.75
70621,Family,0.33333333333300003
81284,Adventure,0.33333333333300003
7238,Documentary,1
6519,Drama,0.125
27562,Comedy,0.66666666666600005
15159,Comedy,1
19262,Comedy,0.5
25639,Horror,0.111111111111
39644,Short,0.111111111111
60861,Sci-Fi,4.3478260869000002E-2
85011,Short,5.8823529410999997E-2
52621,Drama,1
7254,Drama,0.5
57568,War,0.15789473684200001
50241,Mystery,0.25
27420,Comedy,1
11499,Drama,0.111111111111
65240,Fantasy,0.14285714285699999
72636,Music,1
68758,Romance,1
31154,Short,1
40195,Musical,0.34999999999999998
2282,Comedy,0.20000000000000001
81340,Drama,0.71153846153800004
68031,Short,1
38334,Western,8.3333333332999998E-2
26909,Short,1
64360,Drama,1
79828,Horror,1
76336,Family,0.5
78225,Adventure,3.9215686274000003E-2
36343,War,0.111111111111
39554,Drama,1
67762,Romance,9.5238095238000003E-2
6645,Documentary,0.80000000000000004
2677,Drama,1
14174,Short,1
52344,Documentary,0.5
5684,Short,4.5454545454000003E-2
28456,Musical,1
41915,Western,0.33333333333300003
26542,Action,1
68273,Drama,0.33333333333300003
34403,Short,1
79770,Short,1
46806,Short,1
8008,Short,0.5
40972,Short,1
73936,Short,1
18329,Drama,0.53333333333300004
9744,Family,0.111111111111
10171,Drama,1
28748,Comedy,0.1875
2568,Thriller,0.166666666666
32482,Short,0.166666666666
80899,Thriller,0.111111111111
36953,Action,0.10000000000000001
38131,Family,1
80012,Drama,0.5
57135,Comedy,0.25
1681,Drama,1
7855,Comedy,0.25
75767,Drama,0.65384615384599998
50415,Music,1
58787,Drama,1
38281,Documentary,1
23660,Short,1
462,War,0.33333333333300003
6738,Horror,1
81609,Comedy,0.5
63032,Drama,1
77464,Western,0.23076923076899999
7012,Short,1
17333,Drama,0.375
19415,Short,0.5
62423,Action,1
11257,Short,1
46205,Romance,0.268292682926
81474,Adventure,0.137931034482
2767,Short,0.33333333333300003
73730,Fantasy,0.125
1357,Comedy,1
16822,Animation,1
36988,Short,1
79117,Adult,0.96428571428499998
29225,Animation,1
71925,Drama,0.52941176470499995
26558,Drama,0.260869565217
54292,Sci-Fi,0.14285714285699999
53699,Animation,1
66953,Comedy,0.33333333333300003
54945,Drama,1
54550,Comedy,0.72727272727199999
74508,Crime,9.0909090908999998E-2
72391,Adventure,0.135135135135
30292,Romance,0.123809523809
52972,Short,1
82170,Family,0.5
46178,Documentary,0.66666666666600005
11850,Short,1
70263,Crime,3.3333333333000002E-2
16738,Crime,0.444444444444
54668,Documentary,1
21254,Comedy,0.5
87577,Drama,1
9246,Drama,1
83664,Drama,0.33333333333300003
7273,Short,1
41815,Comedy,2.9411764704999999E-2
25949,Documentary,0.5
756,Drama,1
82002,Crime,7.6923076923000003E-2
74842,Drama,0.428571428571
82605,Comedy,0.222222222222
74447,Comedy,0.5
79806,Documentary,1
3671,Crime,1
30553,Animation,1
53949,Drama,0.33333333333300003
81016,Comedy,0.66666666666600005
75193,Short,1
3396,Documentary,1
3493,Thriller,0.66666666666600005
39562,Comedy,1
92,Drama,0.5
17423,Short,1
22914,Comedy,1
41214,Drama,1
62790,Short,1
61596,Romance,5.2631578946999998E-2
12643,Horror,1
31966,Musical,0.28571428571399998
66703,Short,0.375
20474,Romance,1.8181818180999999E-2
13178,Short,0.5
22582,Comedy,1
50055,Short,1
7363,War,8.3333333332999998E-2
7973,Documentary,1
28479,Drama,0.25
27636,Romance,0.181818181818
12218,Documentary,0.14285714285699999
12846,Short,1
32392,Drama,1
63185,Animation,1
80020,Comedy,0.125
61111,Drama,1
41233,Short,0.5
71530,Comedy,0.59999999999999998
111,Short,0.40000000000000002
78442,Short,5.8823529410999997E-2
9062,Horror,0.20000000000000001
87659,Animation,1
68731,Action,0.66666666666600005
1547,Comedy,1
77221,Documentary,1
44925,Sci-Fi,0.166666666666
77749,War,0.20000000000000001
66091,Drama,1
21142,Mystery,3.2258064516000003E-2
21125,Crime,0.28571428571399998
85711,Documentary,1
33459,Drama,0.83333333333299997
69023,Adventure,0.25
57090,Romance,0.166666666666
53114,Short,1
65517,Short,1
70004,Drama,1
16479,Drama,0.25
6552,Thriller,0.23076923076899999
71388,Comedy,0.875
64322,Thriller,1
53757,Crime,0.40000000000000002
36435,Sci-Fi,0.125
88796,Thriller,3.8461538460999999E-2
49264,Romance,1
66992,Music,0.14285714285699999
57269,Drama,0.5
40110,Romance,1
57324,Documentary,1
78803,Musical,7.1428571428000007E-2
48537,Short,1
24360,Documentary,1
27644,Short,0.40000000000000002
86320,Drama,0.14285714285699999
76987,Romance,0.166666666666
19315,War,0.5
17199,Comedy,0.166666666666
54076,Comedy,1
35573,Fantasy,0.15384615384600001
68766,Short,1
27312,Short,0.166666666666
22679,Animation,1
73585,Drama,0.222222222222
11143,Family,0.10000000000000001
59413,Thriller,0.20000000000000001
60769,War,3.2258064516000003E-2
29523,Musical,0.166666666666
31557,Short,1
8376,Documentary,0.5
81743,Drama,1
49145,Animation,1
22328,Adventure,2.7027027027000002E-2
49757,Adult,1
64763,Drama,0.5
31799,Drama,1
64252,Romance,0.5
42929,Documentary,1
73253,Drama,1
22798,Romance,1
30194,Action,9.0909090908999998E-2
34731,Adventure,1
36192,Horror,0.25
18225,Mystery,6.8965517241000002E-2
17876,Crime,0.33333333333300003
23309,Drama,1
17233,Short,1
74154,Music,0.10000000000000001
6788,Comedy,1
41707,Short,1
8743,Short,0.59999999999999998
87074,Short,0.33333333333300003
54110,Short,0.5
68497,Romance,0.0625
19064,Drama,0.5
31522,Documentary,1
27277,Documentary,0.75
27445,Thriller,1
60827,Musical,0.0625
35767,Documentary,1
2084,Drama,0.28571428571399998
70587,War,0.125
81134,Documentary,0.5
68833,Mystery,0.375
1657,Family,0.111111111111
5791,Documentary,1
85395,Drama,1
72992,Drama,0.53846153846099998
40028,Drama,0.59999999999999998
3151,Drama,0.5
22439,Documentary,1
65722,Animation,1
50458,Short,1
44273,Drama,0.42424242424199998
8116,Comedy,0.818181818181
27293,Drama,1
59648,Documentary,0.20000000000000001
2819,Drama,0.54545454545399996
80639,Romance,0.59999999999999998
7482,Mystery,0.5
37723,Short,0.20000000000000001
76905,Drama,1
29565,Short,1
45018,Thriller,0.5
33478,Short,1
25963,Crime,4.7619047619000002E-2
59925,Drama,1
56900,Animation,1
5402,Crime,0.25
28345,Comedy,1
17473,Crime,0.33333333333300003
59082,Romance,0.5
21044,Sci-Fi,1
19855,Comedy,1
23048,Drama,0.66666666666600005
31261,Documentary,1
58253,Sci-Fi,1
43664,Documentary,0.34615384615299999
8340,Short,1
51435,Drama,0.25
53707,Short,0.98076923076900002
2393,Musical,1
85118,Documentary,0.166666666666
4064,Sci-Fi,1
80873,Documentary,1
47190,Drama,0.40000000000000002
29048,Family,0.64285714285700002
88644,Drama,1
57921,Sci-Fi,1
55071,Action,0.5
50898,Comedy,1
82462,Action,0.428571428571
84067,Drama,0.71428571428499998
39352,Sci-Fi,0.33333333333300003
2277,Fantasy,0.10000000000000001
5736,Drama,1
14909,Short,1
84853,Fantasy,0.5
6419,Short,0.5
18822,Short,0.30769230769200001
24543,Musical,4.0000000000000001E-2
5199,Comedy,0.09375
58929,Drama,0.75
47541,Short,1
69727,Action,0.25
954,Comedy,0.20000000000000001
21443,Documentary,0.5
67419,Drama,0.166666666666
22704,Sci-Fi,0.33333333333300003
38189,Romance,4.3478260869000002E-2
84418,Short,1
29601,Documentary,1
42576,Animation,0.40000000000000002
4867,Comedy,0.23076923076899999
35599,Horror,0.166666666666
1842,Short,0.10000000000000001
58228,Animation,0.66666666666600005
46194,Drama,1
36542,Family,0.5
86947,Animation,1
622,Comedy,1
59280,Short,1
45351,Romance,0.15384615384600001
55470,Fantasy,0.5
83071,Drama,0.77500000000000002
70488,Thriller,5.2631578946999998E-2
62305,Comedy,1
66218,Comedy,0.521739130434
20851,Comedy,0.5
88102,Fantasy,0.166666666666
42628,Adventure,0.66666666666600005
51852,Western,1
33952,Short,0.25
66597,Documentary,1
33633,Documentary,1
10518,Mystery,1
18508,Western,0.111111111111
21230,Documentary,0.166666666666
28703,Animation,1
42490,Short,1
78336,Action,0.5
21597,Short,1
1001,Documentary,1
1529,War,5.2631578946999998E-2
34574,Drama,0.40000000000000002
75087,Documentary,1
65545,Music,0.25
41295,Thriller,1
52961,Comedy,1
61632,Music,0.33333333333300003
59596,Fantasy,7.1428571428000007E-2
78172,Thriller,0.5
39901,Mystery,9.0909090908999998E-2
67206,Drama,0.5
63030,Crime,1
26084,Drama,0.166666666666
5578,Documentary,1
46382,Crime,0.166666666666
35981,Comedy,1
25475,Action,0.0625
9823,Documentary,1
31917,Music,0.40000000000000002
18273,Adventure,0.5
8530,Short,0.5
50144,Western,0.166666666666
13017,Drama,0.90476190476100005
58866,Comedy,1
61942,Musical,1
15099,Short,1
81027,Short,1
85915,Crime,0.33333333333300003
41736,Drama,1
20820,Musical,1
54287,Horror,0.5
45138,Romance,4.9180327868000001E-2
10854,Short,0.5
81338,Crime,0.25
65601,Documentary,1
74368,Drama,0.66666666666600005
34608,Animation,1
49285,Documentary,1
41886,Comedy,1
82858,Drama,0.14285714285699999
37491,Drama,0.45833333333300003
12258,Family,0.66666666666600005
35971,Crime,0.14999999999999999
76450,Short,1
36316,Romance,0.5
32914,Drama,0.59999999999999998
57638,Western,5.8823529410999997E-2
20511,Drama,1
83008,Comedy,1
41087,Adventure,1
5671,Horror,0.166666666666
31394,Crime,0.5
12576,Thriller,0.83333333333299997
51312,Short,0.5
5774,War,0.5
12835,Comedy,0.5
37174,Adventure,5.5555555554999997E-2
37159,Drama,0.33333333333300003
62520,Thriller,1
19902,Action,1
14103,Short,1
38577,Short,1
28669,Drama,0.5
50980,Short,1
32004,Adventure,1
36564,Crime,5.0000000000000003E-2
39299,Horror,1
35589,Short,1
50378,Thriller,3.8461538460999999E-2
21246,Drama,0.5
62618,Western,0.5
27230,Comedy,1
60395,Short,1
68352,Comedy,6.6666666666000005E-2
5486,Animation,1
18941,Short,1
32336,Adventure,0.14285714285699999
31344,Short,0.33333333333300003
81988,Documentary,1
57791,Drama,0.29411764705799998
77743,Documentary,1
33138,Romance,0.25925925925900001
3657,Documentary,0.80000000000000004
26236,Thriller,0.33333333333300003
30624,Animation,1
7902,Documentary,1
15684,Sci-Fi,1
21991,Thriller,0.33333333333300003
60063,Short,0.66666666666600005
2440,Family,0.5
18609,Short,1
84537,Short,1
24550,Documentary,1
10250,Comedy,0.166666666666
10451,Short,1
55818,Short,1
54714,Adult,1
9918,Comedy,0.166666666666
47127,Comedy,0.32000000000000001
25995,Adult,1
20637,Documentary,1
37786,Animation,1
39170,Short,1
5673,Comedy,0.10000000000000001
43876,Horror,0.57142857142799997
69530,Drama,0.222222222222
74628,Music,1
24163,Drama,0.33333333333300003
52034,Horror,1
10119,Short,1
76047,Short,0.111111111111
70249,Documentary,1
54766,Animation,1
29485,Thriller,0.40000000000000002
1629,Short,1
74494,Documentary,8.3333333332999998E-2
2422,Horror,1
28408,Drama,0.33333333333300003
5874,Short,1
55624,Mystery,0.25
33004,Short,1
76083,Documentary,1
69680,Comedy,0.5
41805,Crime,0.66666666666600005
61040,Drama,0.59999999999999998
15341,Drama,0.166666666666
65101,Horror,0.75
25157,Crime,0.5
47696,Documentary,0.25
10487,Documentary,1
76375,Adventure,1
24514,Short,1
84905,Documentary,0.25
24684,Music,0.25
73074,Animation,1
49976,Sci-Fi,1
80937,Drama,1
85664,Comedy,0.5
85865,Short,1
6007,Thriller,0.117647058823
76692,Drama,0.25
48130,Mystery,5.8823529410999997E-2
85182,Drama,0.73529411764700003
78363,Sci-Fi,0.10000000000000001
39640,Mystery,0.14285714285699999
6866,Adventure,0.5
45204,Horror,1
68202,Drama,1
57457,Crime,0.5
77174,Comedy,1
86326,Horror,1
11447,Short,1
56094,Animation,0.444444444444
40959,Horror,0.111111111111
35720,Comedy,1
24506,Sci-Fi,1
85190,Comedy,0.5
72787,Comedy,0.5
31486,Short,1
27815,Drama,0.75
3341,Drama,1
10226,Documentary,1
77643,Fantasy,0.33333333333300003
53087,Adventure,0.375
51715,Short,1
31810,Sci-Fi,0.125
16210,Adventure,0.33333333333300003
35546,Family,1
55925,Documentary,0.181818181818
67000,Action,0.20000000000000001
6016,Short,0.77777777777699997
38980,Short,1
88114,Mystery,2.1739130434000001E-2
27206,Documentary,0.111111111111
80745,Crime,0.27272727272699998
88439,Comedy,1
22511,Comedy,1
1771,Short,1
67699,Short,2.7777777776999999E-2
66504,Thriller,0.5
60880,Adult,1
51348,Action,0.33333333333300003
40859,Musical,1
80676,Drama,0.52631578947299995
47712,Drama,1
11222,Documentary,1
38042,Horror,0.33333333333300003
50020,Documentary,1
86518,Comedy,0.33333333333300003
30732,Drama,1
71854,Drama,0.47761194029800003
37617,Documentary,1
70581,Documentary,1
79071,Documentary,1
74826,Documentary,1
63364,Drama,1
21815,Family,0.25
18106,War,0.33333333333300003
65446,Short,0.857142857142
32761,Western,0.5
26155,Drama,1
3431,Short,0.80000000000000004
12147,Action,1
87956,Music,0.33333333333300003
46224,Adult,1
22242,Drama,1
39688,Adventure,1
61201,Short,1
86995,Romance,6.5573770490999994E-2
44553,Short,0.5
85197,Mystery,0.5
36063,Short,1
21910,Drama,0.5
57631,Adult,1
34868,Thriller,0.5
30455,Documentary,1
21399,Romance,0.20000000000000001
25491,Drama,1
45957,Family,0.125
56018,Horror,4.7619047619000002E-2
1736,Documentary,1
52565,Mystery,0.25
13420,Drama,0.33333333333300003
87506,Drama,1
47103,Documentary,1
75103,Drama,0.66666666666600005
75822,Documentary,1
60716,Comedy,0.181818181818
17154,Romance,0.25892857142800002
81277,Comedy,0.33333333333300003
4243,Musical,0.33333333333300003
42874,Drama,1
9910,Drama,1
73865,Short,0.14285714285699999
29628,Romance,0.5
174,Animation,1
45541,Animation,1
909,Romance,0.5
45146,Short,1
47119,Drama,1
80083,Drama,0.70370370370299995
69988,Action,1
37135,Family,1
3692,Short,1
82023,Short,1
46392,Comedy,0.125
38629,Drama,1
12909,Animation,1
87730,Romance,0.5
77778,Short,0.25
72723,Adventure,0.25
79024,Comedy,1
25894,Drama,1
74779,Comedy,1
25167,Comedy,0.5
27834,Short,0.5
40091,Adventure,0.125
6941,Short,1
18123,Documentary,1
65403,Music,0.181818181818
85272,Short,1
46123,Drama,0.55555555555500002
80445,Adult,1
41546,Drama,0.5
14153,Crime,2.0408163265000001E-2
44518,Documentary,1
35696,Action,1
68652,Music,1
49852,Horror,0.33333333333300003
28202,Documentary,1
6691,Adult,0.65000000000000002
14756,Comedy,0.33333333333300003
74861,Short,1
73999,Romance,0.13333333333299999
26028,Adventure,6.0240963855000003E-2
56687,Romance,1
70616,Short,2.1739130434000001E-2
65743,Documentary,0.125
40937,Documentary,0.40000000000000002
82391,Documentary,1
38898,Comedy,0.66666666666600005
19478,Romance,0.14999999999999999
85406,Romance,1
57530,Drama,1
78774,Short,1
70284,Short,0.5
16759,Short,1
40550,Drama,0.59999999999999998
73514,Drama,1
62126,Short,0.444444444444
51672,Music,4.5454545454000003E-2
57198,Drama,0.57142857142799997
60931,Thriller,0.33333333333300003
34511,Comedy,0.5
38756,Comedy,0.23529411764700001
57933,Drama,0.5
49201,Short,0.66666666666600005
40711,Short,1
65150,Documentary,0.28571428571399998
21056,Drama,1
49443,Drama,0.45454545454500001
85358,Animation,1
52707,Adventure,9.0909090908999998E-2
47838,Action,1
23988,Adventure,0.10000000000000001
28308,Short,1
